Model Number, Brand, Gender, Function, Sub Function, Movement, Dial Color, Strap Color, Strap Material, Glass Material, Product, Case Shape, Case Material, Case Thickness, Case length, Case Width, Lock Mechanism, Water Resistance, Warranty Period, Short Description, Active Image, First Side Image, Second Side Image, Third Side Image, Fourth Side Image 
9953PP04J,Titan,Women,Analog,Analog,Quartz,Green,Green,Plastic,Mineral Glass,Watches,Round,Buckle,3 ATM,24 Months,Green Dial Plastic Strap Watch,https://staticimg.titan.co.in/production/India/Titan/detail/9953PP04J.jpg,https://staticimg.titan.co.in/production/India/Titan/detail2/9953PP04J.jpg,https://staticimg.titan.co.in/production/India/Titan/detail3/9953PP04J.jpg,https://staticimg.titan.co.in/production/India/Titan/detail4/9953PP04J.jpg,https://staticimg.titan.co.in/production/India/Titan/detail5/9953PP04J.jpg,
1593SL02,Titan,Men,Analog,Plain 3 Hands,Quartz,White,Brown,Leather,Mineral Glass,Watches,Rectangle,Stainless Steel,Buckle,5 ATM,24 Months,White Dial Leather Strap Watch,https://staticimg.titan.co.in/production/India/Titan/detail/1593SL02.jpg,https://staticimg.titan.co.in/production/India/Titan/detail2/1593SL02.jpg,https://staticimg.titan.co.in/production/India/Titan/detail3/1593SL02.jpg,https://staticimg.titan.co.in/production/India/Titan/detail4/1593SL02.jpg,https://staticimg.titan.co.in/production/India/Titan/detail5/1593SL02.jpg,
2417YM04,Titan,Women,Analog,Analog,Quartz,Champagne,Golden,Stainless Steel,Mineral Glass,Watches,Oval,Brass,6.37 mm,26.6 mm,17.8 mm,3-Piece Sliding Clasp,3 ATM,24 Months,Champagne Dial Stainless Steel Strap Watch,https://staticimg.titan.co.in/production/India/Titan/detail/2417YM04.jpg,https://staticimg.titan.co.in/production/India/Titan/detail2/2417YM04.jpg,https://staticimg.titan.co.in/production/India/Titan/detail3/2417YM04.jpg,https://staticimg.titan.co.in/production/India/Titan/detail4/2417YM04.jpg,
2558SL01,Titan,Women,Analog,Analog with Date,Quartz,Black,Black,Leather,Acrylic,Watches,Special,Metal,7.4 mm,28.3 mm,39.4 mm,Buckle,5 ATM,24 Months,Black Dial Leather Strap Watch,https://staticimg.titan.co.in/production/India/Titan/detail/2558SL01.jpg,https://staticimg.titan.co.in/production/India/Titan/detail2/2558SL01.jpg,https://staticimg.titan.co.in/production/India/Titan/detail3/2558SL01.jpg,https://staticimg.titan.co.in/production/India/Titan/detail4/2558SL01.jpg,https://staticimg.titan.co.in/production/India/Titan/detail5/2558SL01.jpg,
NE2502SM02,Titan,Women,Analog,Analog,Quartz,Purple,Silver,Stainless Steel,Watches,Round,Stainless Steel,5 ATM,24 Months,Purple Dial Stainless Steel Strap Watch,https://staticimg.titan.co.in/production/India/Titan/detail/NE2502SM02.jpg,https://staticimg.titan.co.in/production/India/Titan/detail2/NE2502SM02.jpg,https://staticimg.titan.co.in/production/India/Titan/detail3/NE2502SM02.jpg,
NE1607SL01,Titan,Men,Analog,Analog with Date,Quartz,Grey,Brown,Leather,Mineral Glass,Watches,Rectangle,Stainless Steel,10.1 mm,53.4 mm,17.5 mm,Buckle,5 ATM,24 Months,Grey Dial Leather Strap Watch,https://staticimg.titan.co.in/production/India/Titan/detail/NE1607SL01.jpg,
1652KL01,Titan,Men,Analog,Analog,Quartz,Black,Black,Leather,Watches,Special,Stainless Steel,4.25 mm,50 mm,37.5 mm,Buckle,3 ATM,24 Months,Black Dial Leather Strap Watch,https://staticimg.titan.co.in/production/India/Titan/detail/1652KL01.jpg,https://staticimg.titan.co.in/production/India/Titan/detail2/1652KL01.jpg,https://staticimg.titan.co.in/production/India/Titan/detail3/1652KL01.jpg,https://staticimg.titan.co.in/production/India/Titan/detail4/1652KL01.jpg,https://staticimg.titan.co.in/production/India/Titan/detail5/1652KL01.jpg,
90052QL01J,Titan,Men,Chronograph,Chronograph,Quartz,Silver,Black,Leather,Watches,Round,Stainless Steel,12.1 mm,52 mm,43 mm,Buckle,5 ATM,24 Months,Silver Dial Chronograph Watch,https://staticimg.titan.co.in/production/India/Titan/detail/90052QL01J.jpg,https://staticimg.titan.co.in/production/India/Titan/detail2/90052QL01J.jpg,https://staticimg.titan.co.in/production/India/Titan/detail3/90052QL01J.jpg,https://staticimg.titan.co.in/production/India/Titan/detail4/90052QL01J.jpg,https://staticimg.titan.co.in/production/India/Titan/detail5/90052QL01J.jpg,
2511SM05,Titan,Women,Analog,Analog,Quartz,Mother of Pearl,Silver,Stainless Steel,Mineral Glass,Watches,Oval,Brass,6.75 mm,31 mm,18.9 mm,Jewellery,3 ATM,24 Months,Mother Of Pearl Dial Stainless Steel Strap Watch,https://staticimg.titan.co.in/production/India/Titan/detail/2511SM05.jpg,https://staticimg.titan.co.in/production/India/Titan/detail2/2511SM05.jpg,https://staticimg.titan.co.in/production/India/Titan/detail3/2511SM05.jpg,https://staticimg.titan.co.in/production/India/Titan/detail4/2511SM05.jpg,https://staticimg.titan.co.in/production/India/Titan/detail5/2511SM05.jpg,
95029YM01J,Titan,Women,Analog,Analog,Quartz,Mother of Pearl,Golden,Stainless Steel,Mineral Glass,Watches,Round,Brass,6.5 mm,38 mm,24 mm,Diver's Clasp,3 ATM,24 Months,Mother Of Pearl Dial Stainless Steel Strap Watch,https://staticimg.titan.co.in/production/India/Titan/detail/95029YM01J.jpg,https://staticimg.titan.co.in/production/India/Titan/detail2/95029YM01J.jpg,https://staticimg.titan.co.in/production/India/Titan/detail3/95029YM01J.jpg,https://staticimg.titan.co.in/production/India/Titan/detail4/95029YM01J.jpg,https://staticimg.titan.co.in/production/India/Titan/detail5/95029YM01J.jpg,
9961WL03J,Titan,Women,Analog,Plain 2 Hands,Quartz,Grey,Grey,Leather,Mineral Glass,Watches,Square,Stainless Steel,7.85 mm,36 mm,30 mm,Buckle,5 ATM,24 Months,Titan Purple Analog Watch for Women,https://staticimg.titan.co.in/production/India/Titan/detail/9961WL03J.jpg,https://staticimg.titan.co.in/production/India/Titan/detail2/9961WL03J.jpg,https://staticimg.titan.co.in/production/India/Titan/detail3/9961WL03J.jpg,https://staticimg.titan.co.in/production/India/Titan/detail4/9961WL03J.jpg,https://staticimg.titan.co.in/production/India/Titan/detail5/9961WL03J.jpg,
95024SM03J,Titan,Women,Analog,Analog,Quartz,Green,Silver,Metal,Mineral Glass,Watches,Round,Stainless Steel,9.3 mm,47.5 mm,34 mm,5 ATM,24 Months,Green Dial Metal Strap Watch,https://staticimg.titan.co.in/production/India/Titan/detail/95024SM03J.jpg,https://staticimg.titan.co.in/production/India/Titan/detail2/95024SM03J.jpg,https://staticimg.titan.co.in/production/India/Titan/detail3/95024SM03J.jpg,https://staticimg.titan.co.in/production/India/Titan/detail4/95024SM03J.jpg,https://staticimg.titan.co.in/production/India/Titan/detail5/95024SM03J.jpg,
NF9924WL01J,Titan,Women,Analog,Analog,Quartz,Silver,Multicolour,Leather,Watches,Round,Stainless Steel,7 mm,37 mm,30 mm,Buckle,5 ATM,24 Months,Silver Dial Leather Strap Watch,https://staticimg.titan.co.in/production/India/Titan/detail/NF9924WL01J.jpg,https://staticimg.titan.co.in/production/India/Titan/detail2/NF9924WL01J.jpg,https://staticimg.titan.co.in/production/India/Titan/detail3/NF9924WL01J.jpg,https://staticimg.titan.co.in/production/India/Titan/detail4/NF9924WL01J.jpg,https://staticimg.titan.co.in/production/India/Titan/detail5/NF9924WL01J.jpg,
95025SL03J,Titan,Women,Analog,Analog,Quartz,Green,Silver,Leather,Mineral Glass,Watches,Oval,Stainless Steel,8.8 mm,44.6 mm,39.6 mm,Buckle,5 ATM,24 Months,Green Dial Leather Strap Watch,https://staticimg.titan.co.in/production/India/Titan/detail/95025SL03J.jpg,https://staticimg.titan.co.in/production/India/Titan/detail2/95025SL03J.jpg,https://staticimg.titan.co.in/production/India/Titan/detail3/95025SL03J.jpg,https://staticimg.titan.co.in/production/India/Titan/detail4/95025SL03J.jpg,https://staticimg.titan.co.in/production/India/Titan/detail5/95025SL03J.jpg,
NH9264YM04,Titan,Men,Analog,Plain 3 Hands + Day and Date at 3H,Quartz,Silver,Brown,Leather,Mineral Glass,Watches,Round,Brass,8.3 mm,44 mm,37 mm,Buckle,3 ATM,24 Months,Titan Karishma Watch for Men,https://staticimg.titan.co.in/production/India/Titan/detail/NH9264YM04.jpg,https://staticimg.titan.co.in/production/India/Titan/detail2/NH9264YM04.jpg,https://staticimg.titan.co.in/production/India/Titan/detail3/NH9264YM04.jpg,https://staticimg.titan.co.in/production/India/Titan/detail4/NH9264YM04.jpg,https://staticimg.titan.co.in/production/India/Titan/detail5/NH9264YM04.jpg,
NH1640YM04,Titan,Men,Analog,Plain 3 Hands + Day and Date at 6H,Quartz,Silver,Yellow,Metal,Mineral Glass,Watches,Tonneau,Brass,8.2 mm,45.5 mm,30.6 mm,3-Piece Sliding Clasp,3 ATM,24 Months,Titan Karishma Watch for Men,https://staticimg.titan.co.in/production/India/Titan/detail/NH1640YM04.jpg,https://staticimg.titan.co.in/production/India/Titan/detail2/NH1640YM04.jpg,https://staticimg.titan.co.in/production/India/Titan/detail3/NH1640YM04.jpg,https://staticimg.titan.co.in/production/India/Titan/detail4/NH1640YM04.jpg,https://staticimg.titan.co.in/production/India/Titan/detail5/NH1640YM04.jpg,
NH1640YL02,Titan,Men,Analog,Plain 3 Hands + Day and Date at 6H,Quartz,Silver,Brown,Leather,Mineral Glass,Watches,Tonneau,Brass,8.2 mm,45.5 mm,30.6 mm,Buckle,3 ATM,24 Months,Titan Karishma Watch for Men,https://staticimg.titan.co.in/production/India/Titan/detail/NH1640YL02.jpg,https://staticimg.titan.co.in/production/India/Titan/detail2/NH1640YL02.jpg,https://staticimg.titan.co.in/production/India/Titan/detail3/NH1640YL02.jpg,https://staticimg.titan.co.in/production/India/Titan/detail4/NH1640YL02.jpg,https://staticimg.titan.co.in/production/India/Titan/detail5/NH1640YL02.jpg,
1548SL01,Titan,Men,Analog,Black,Leather,Purple,Watches,3 ATM,24 Months,Black Dial Leather Strap Watch,https://staticimg.titan.co.in/production/India/Titan/detail/1548SL01.jpg,
NH9973WM01,Titan,Women,Analog,Plain 2 Hands,Quartz,Mother of Pearl,Metal,Mineral Glass,Watches,Round,Brass,7.3 mm,35 mm,25 mm,Jewellery,3 ATM,24 Months,Titan Raga Analog Watch for Women,https://staticimg.titan.co.in/production/India/Titan/detail/NH9973WM01.jpg,https://staticimg.titan.co.in/production/India/Titan/detail2/NH9973WM01.jpg,https://staticimg.titan.co.in/production/India/Titan/detail3/NH9973WM01.jpg,https://staticimg.titan.co.in/production/India/Titan/detail4/NH9973WM01.jpg,https://staticimg.titan.co.in/production/India/Titan/detail5/NH9973WM01.jpg,
9478QF01J,Titan,Men,Analog,Analog,Quartz,Black,Black,Plastic,Watches,Round,Stainless Steel,Buckle,5 ATM,24 Months,Black Dial Plastic Strap Watch,https://staticimg.titan.co.in/production/India/Titan/detail/9478QF01J.jpg,https://staticimg.titan.co.in/production/India/Titan/detail2/9478QF01J.jpg,https://staticimg.titan.co.in/production/India/Titan/detail3/9478QF01J.jpg,https://staticimg.titan.co.in/production/India/Titan/detail4/9478QF01J.jpg,https://staticimg.titan.co.in/production/India/Titan/detail5/9478QF01J.jpg,
9971SM01J,Titan,Women,Analog,Plain 2 Hands,Quartz,Mother of Pearl,Silver,Metal,Mineral Glass,Watches,Round,Brass,7 mm,37.5 mm,27 mm,Jewellery,3 ATM,24 Months,Titan Raga Analog Watch for Women,https://staticimg.titan.co.in/production/India/Titan/detail/9971SM01J.jpg,https://staticimg.titan.co.in/production/India/Titan/detail2/9971SM01J.jpg,https://staticimg.titan.co.in/production/India/Titan/detail3/9971SM01J.jpg,https://staticimg.titan.co.in/production/India/Titan/detail4/9971SM01J.jpg,https://staticimg.titan.co.in/production/India/Titan/detail5/9971SM01J.jpg,
NH90034SL01J,Titan,Men,Analog,Analog,Quartz,Beige,Black,Leather,Watches,Round,Stainless Steel,Buckle,5 ATM,24 Months,Beige Dial Leather Strap Watch,https://staticimg.titan.co.in/production/India/Titan/detail/NH90034SL01J.jpg,https://staticimg.titan.co.in/production/India/Titan/detail2/NH90034SL01J.jpg,https://staticimg.titan.co.in/production/India/Titan/detail3/NH90034SL01J.jpg,https://staticimg.titan.co.in/production/India/Titan/detail4/NH90034SL01J.jpg,https://staticimg.titan.co.in/production/India/Titan/detail5/NH90034SL01J.jpg,
NE1608SL01,Titan,Men,Multi-function,Multi-function,Quartz,Silver,Brown,Leather,Watches,Round,Stainless Steel,Buckle,24 Months,Silver Dial Multifunction Watch,https://staticimg.titan.co.in/production/India/Titan/detail/NE1608SL01.jpg,https://staticimg.titan.co.in/production/India/Titan/detail2/NE1608SL01.jpg,https://staticimg.titan.co.in/production/India/Titan/detail3/NE1608SL01.jpg,
2540SM02,Titan,Women,Analog,Analog,Quartz,Mother Of Pearl,Silver,Stainless Steel,Mineral Glass,Watches,Round,Brass,6.85 mm,31 mm,25 mm,Deployment Clasp,3 ATM,24 Months,Mother Of Pearl Dial Stainless Steel Strap Watch,https://staticimg.titan.co.in/production/India/Titan/detail/2540SM02.jpg,https://staticimg.titan.co.in/production/India/Titan/detail2/2540SM02.jpg,https://staticimg.titan.co.in/production/India/Titan/detail3/2540SM02.jpg,https://staticimg.titan.co.in/production/India/Titan/detail4/2540SM02.jpg,https://staticimg.titan.co.in/production/India/Titan/detail5/2540SM02.jpg,
NH2395YM01T,Titan,Women,Analog,Plain 2 Hands,Quartz,Silver,Golden,Brass,Mineral Glass,Watches,Special,Brass,7.1 mm,36.4 mm,15.5 mm,Jewellery,3 ATM,24 Months,Titan Raga Analog Watch for Women,https://staticimg.titan.co.in/production/India/Titan/detail/NH2395YM01T.jpg,https://staticimg.titan.co.in/production/India/Titan/detail2/NH2395YM01T.jpg,https://staticimg.titan.co.in/production/India/Titan/detail3/NH2395YM01T.jpg,https://staticimg.titan.co.in/production/India/Titan/detail4/NH2395YM01T.jpg,https://staticimg.titan.co.in/production/India/Titan/detail5/NH2395YM01T.jpg,
NH90032WL01J,Titan,Men,Analog,Analog,Quartz,Brown,Brown,Leather,Watches,Round,Buckle,5 ATM,24 Months,Brown Dial Leather Strap Watch,https://staticimg.titan.co.in/production/India/Titan/detail/NH90032WL01J.jpg,https://staticimg.titan.co.in/production/India/Titan/detail2/NH90032WL01J.jpg,https://staticimg.titan.co.in/production/India/Titan/detail3/NH90032WL01J.jpg,https://staticimg.titan.co.in/production/India/Titan/detail4/NH90032WL01J.jpg,https://staticimg.titan.co.in/production/India/Titan/detail5/NH90032WL01J.jpg,
1630NP02,Titan,Men,Analog,Offset Second Hand,Solar,Black,Black,Plastic,Mineral Glass,Watches,Round,Stainless Steel,12.9 mm,54.3 mm,47.4 mm,Buckle,5 ATM,24 Months,Titan HTSE Analog Watch for Men,https://staticimg.titan.co.in/production/India/Titan/detail/1630NP02.jpg,https://staticimg.titan.co.in/production/India/Titan/detail2/1630NP02.jpg,https://staticimg.titan.co.in/production/India/Titan/detail3/1630NP02.jpg,https://staticimg.titan.co.in/production/India/Titan/detail4/1630NP02.jpg,https://staticimg.titan.co.in/production/India/Titan/detail5/1630NP02.jpg,
NH2444SM03,Titan,Women,Analog,Plain 2 Hands,Quartz,Silver,Silver,Metal,Mineral Glass,Watches,Rectangle,Brass,8.2 mm,44.1 mm,29.1 mm,3-Piece Sliding Clasp,3 ATM,24 Months,Titan Karishma Watch for Women,https://staticimg.titan.co.in/production/India/Titan/detail/NH2444SM03.jpg,https://staticimg.titan.co.in/production/India/Titan/detail2/NH2444SM03.jpg,https://staticimg.titan.co.in/production/India/Titan/detail3/NH2444SM03.jpg,https://staticimg.titan.co.in/production/India/Titan/detail4/NH2444SM03.jpg,https://staticimg.titan.co.in/production/India/Titan/detail5/NH2444SM03.jpg,
2558SL02,Titan,Women,Analog,Analog with Date,Quartz,Beige,Brown,Leather,Acrylic,Watches,Special,Metal,7.4 mm,28.3 mm,39.4 mm,Buckle,5 ATM,24 Months,Beige Dial Leather Strap Watch,https://staticimg.titan.co.in/production/India/Titan/detail/2558SL02.jpg,https://staticimg.titan.co.in/production/India/Titan/detail2/2558SL02.jpg,https://staticimg.titan.co.in/production/India/Titan/detail3/2558SL02.jpg,https://staticimg.titan.co.in/production/India/Titan/detail4/2558SL02.jpg,https://staticimg.titan.co.in/production/India/Titan/detail5/2558SL02.jpg,
2523QL01,Titan,Women,Analog,Offset Second Hand,Solar,Black,Blue,Leather,Mineral Glass,Watches,Round,Stainless Steel,10.25 mm,46 mm,39.6 mm,Buckle,5 ATM,24 Months,Titan HTSE Analog Watch for Women,https://staticimg.titan.co.in/production/India/Titan/detail/2523QL01.jpg,https://staticimg.titan.co.in/production/India/Titan/detail2/2523QL01.jpg,https://staticimg.titan.co.in/production/India/Titan/detail3/2523QL01.jpg,https://staticimg.titan.co.in/production/India/Titan/detail4/2523QL01.jpg,https://staticimg.titan.co.in/production/India/Titan/detail5/2523QL01.jpg,
2417YM05,Titan,Women,Analog,Analog,Quartz,Burgundy,Golden,Stainless Steel,Mineral Glass,Watches,Oval,Brass,6.37 mm,26.6 mm,17.8 mm,3-Piece Sliding Clasp,3 ATM,24 Months,Burgundy Dial Stainless Steel Strap Watch,https://staticimg.titan.co.in/production/India/Titan/detail/2417YM05.jpg,https://staticimg.titan.co.in/production/India/Titan/detail2/2417YM05.jpg,https://staticimg.titan.co.in/production/India/Titan/detail3/2417YM05.jpg,https://staticimg.titan.co.in/production/India/Titan/detail4/2417YM05.jpg,
NE9171SL02E,Titan,Men,Analog,Analog with Date,Quartz,Black,Black,Leather,Watches,Tonneau,Brass,11 mm,11 mm,11 mm,Buckle,3 ATM,12 Months,Black Dial Leather Strap Watch,https://staticimg.titan.co.in/production/India/Titan/detail/NE9171SL02E.jpg,https://staticimg.titan.co.in/production/India/Titan/detail2/NE9171SL02E.jpg,https://staticimg.titan.co.in/production/India/Titan/detail3/NE9171SL02E.jpg,https://staticimg.titan.co.in/production/India/Titan/detail4/NE9171SL02E.jpg,https://staticimg.titan.co.in/production/India/Titan/detail5/NE9171SL02E.jpg,
2514SL02,Titan,Women,Analog,Plain 2 Hands,Quartz,Green,White,Leather,Sapphire,Watches,Tonneau,Stainless Steel,4 mm,34.5 mm,24.7 mm,Buckle,5 ATM,24 Months,Titan Edge Watch for Women,https://staticimg.titan.co.in/production/India/Titan/detail/2514SL02.jpg,https://staticimg.titan.co.in/production/India/Titan/detail2/2514SL02.jpg,https://staticimg.titan.co.in/production/India/Titan/detail3/2514SL02.jpg,https://staticimg.titan.co.in/production/India/Titan/detail4/2514SL02.jpg,https://staticimg.titan.co.in/production/India/Titan/detail5/2514SL02.jpg,
NH1640SM02,Titan,Men,Analog,Plain 3 Hands + Day and Date at 6H,Quartz,Silver,Silver,Metal,Mineral Glass,Watches,Tonneau,Brass,8.2 mm,45.5 mm,30.6 mm,3-Piece Sliding Clasp,3 ATM,24 Months,Titan Karishma Watch for Men,https://staticimg.titan.co.in/production/India/Titan/detail/NH1640SM02.jpg,https://staticimg.titan.co.in/production/India/Titan/detail2/NH1640SM02.jpg,https://staticimg.titan.co.in/production/India/Titan/detail3/NH1640SM02.jpg,https://staticimg.titan.co.in/production/India/Titan/detail4/NH1640SM02.jpg,
90016KC01J,Titan,Men,Analog,Analog,Quartz,Black,Black,Ceramic,Watches,Special,Ceramic,Push-Button Clasp,5 ATM,24 Months,Black Dial Ceramic Strap Watch,https://staticimg.titan.co.in/production/India/Titan/detail/90016KC01J.jpg,https://staticimg.titan.co.in/production/India/Titan/detail2/90016KC01J.jpg,https://staticimg.titan.co.in/production/India/Titan/detail3/90016KC01J.jpg,https://staticimg.titan.co.in/production/India/Titan/detail4/90016KC01J.jpg,https://staticimg.titan.co.in/production/India/Titan/detail5/90016KC01J.jpg,
95025SL01J,Titan,Women,Analog,Analog,Quartz,Blue,Silver,Leather,Mineral Glass,Watches,Oval,Stainless Steel,8.8 mm,44.6 mm,39.6 mm,Buckle,5 ATM,24 Months,Blue Dial Leather Strap Watch,https://staticimg.titan.co.in/production/India/Titan/detail/95025SL01J.jpg,https://staticimg.titan.co.in/production/India/Titan/detail2/95025SL01J.jpg,https://staticimg.titan.co.in/production/India/Titan/detail3/95025SL01J.jpg,https://staticimg.titan.co.in/production/India/Titan/detail4/95025SL01J.jpg,https://staticimg.titan.co.in/production/India/Titan/detail5/95025SL01J.jpg,
95018KC01J,Titan,Women,Analog,Plain 3 Hands,Quartz,Mother of Pearl,White,Ceramic,Mineral Glass,Watches,Round,Ceramic,7 mm,35 mm,31 mm,Push-Button Clasp,3 ATM,24 Months,Titan Purple Analog Watch for Women,https://staticimg.titan.co.in/production/India/Titan/detail/95018KC01J.jpg,https://staticimg.titan.co.in/production/India/Titan/detail2/95018KC01J.jpg,https://staticimg.titan.co.in/production/India/Titan/detail3/95018KC01J.jpg,https://staticimg.titan.co.in/production/India/Titan/detail4/95018KC01J.jpg,https://staticimg.titan.co.in/production/India/Titan/detail5/95018KC01J.jpg,
9434SL01,Titan,Men,Analog,Analog,Quartz,White,Black,Leather,Mineral Glass,Watches,Square,Stainless Steel,8.5 mm,48 mm,43 mm,Buckle,3 ATM,24 Months,White Dial Leather Strap Watch,https://staticimg.titan.co.in/production/India/Titan/detail/9434SL01.jpg,https://staticimg.titan.co.in/production/India/Titan/detail2/9434SL01.jpg,https://staticimg.titan.co.in/production/India/Titan/detail3/9434SL01.jpg,https://staticimg.titan.co.in/production/India/Titan/detail4/9434SL01.jpg,https://staticimg.titan.co.in/production/India/Titan/detail5/9434SL01.jpg,
